"12-10-9-8-7-end","1"
"12-11-10-9-end","1"
"12-11-10-end","4"
"10-8-7-end","1"
"12-11-end","19"
"12-7-end","2"
"7-6-end","5"
"12-end","17"
"8-end","1"
